"row_id","athlete_id","year","number_races_run","personal_record","season_record","consistency","days_since_sr","all_american"
"548",67165,2022,5,1525.5,1525.5,50.3889758666406,7,0
"549",67326,2022,4,1529.4,1529.4,10.232410381832,64,0
"550",67603,2022,5,1484.4,1484.4,13.6692172416711,50,1
"551",67778,2022,6,1480.9,1480.9,22.8134143652369,50,0
"552",67849,2022,7,1514.5,1514.5,15.0337487008397,21,0
"553",67914,2022,6,1507.3,1507.3,45.5069431515676,56,0
"554",68308,2022,5,1452,1452,19.2401923067312,21,0
"555",68590,2022,3,1503.9,1503.9,64.0999999999999,49,0
"556",68824,2022,6,1547.5,1547.5,28.9375620949658,21,0
"557",69200,2022,6,1525.4,1525.4,34.7281546043296,7,0
"558",69203,2022,5,1509.5,1509.5,40.4960936387696,21,0
"559",69204,2022,5,1519.8,1519.8,38.6573356557329,21,0
"560",69512,2022,5,1510.6,1510.6,16.6125735513797,21,0
"561",69792,2022,6,1556.2,1556.2,22.3512863164516,21,0
"562",69793,2022,6,1510.3,1510.3,34.4726558303825,21,0
"563",69799,2022,7,1540,1540,46.3408537062301,21,0
"564",71244,2022,5,1523.3,1523.3,45.2378436709798,21,0
"565",71420,2022,4,1489.5,1489.5,26.743912858817,21,0
"566",71438,2022,5,1515.1,1515.1,24.944289927757,35,0
"567",71439,2022,5,1545.2,1545.2,23.718971309903,49,0
"568",71711,2022,5,1537.7,1537.7,27.8584367831362,21,0
"569",71712,2022,5,1499.5,1499.5,43.4600606879465,35,0
"570",72137,2022,5,1468.8,1468.8,25.4723693440559,21,0
"571",72428,2022,4,1513.8,1513.8,45.9177185299967,50,0
"572",73253,2022,4,1495.6,1495.6,19.6484732231286,21,0
"573",73997,2022,4,1524,1524,25.5214615568936,21,0
"574",74081,2022,4,1525.8,1525.8,9.00236080147868,49,1
"575",77914,2022,5,1466.8,1466.8,23.9589649192114,7,0
"576",3239,2023,4,1427.5,1449.7001,15.542963362624,7,1
"577",4733,2023,4,1444.5007,1444.5007,33.1630650990257,7,0
"578",4896,2023,6,1436.6002,1436.6002,32.8197316039239,7,1
"579",5256,2023,7,1474.5006,1474.5006,17.0877828430255,7,1
"580",5269,2023,5,1429.2,1456.6029,14.5836216713306,50,0
"581",5270,2023,5,1507.4026,1507.4026,32.2112551052714,7,0
"582",5298,2023,5,1442.7,1463.3002,19.7309123837293,7,1
"583",5353,2023,5,1462.9,1482.2011,38.0950492071292,7,0
"584",5361,2023,5,1522.9044,1522.9044,33.8328365527574,7,0
